department,code,title,description,credit,advised_requisite,link
b'ARTSADMN',b'572',b' Business of Music ',"b'A survey and examination of the essential aspects of the music business including\r\nperforming rights agencies, copyright, licensing, music publishing, contracts, royalties,\r\nand distribution. \r\n\r\nPAT 472 provides a \xe2\x80\x9cnuts and bolts\xe2\x80\x9d approach to understanding how the music industry\r\nworks. A manager or executive must be well-versed in the history and practices of this\r\never evolving business.\r\n\r\nCase studies from a variety of musical genres.'",3,b'',"b'http://www.lsa.umich.edu/cg/cg_detail.aspx?content=2120ARTSADMN572001&termArray=f_17_2160,su_17_2150,ss_17_2140,sp_17_2130,w_17_2120,f_16_2110,su_16_2100,ss_16_2090,sp_16_2080,w_16_2070'"
